factory_id,line_id,product_code,production_date,produced_qty,defect_qty,operator
F001,L2,PRD004,2024-05-05,없음,0,이지우
F001,L3,PRD004,2024-05-31,없음,,정해인
F001,L1,PRD003,2024-05-19,1000,10,김민수
F003,L3,PRD004,2024-05-14,,,쵀유리
F002,L1,PRD004,2024-05-13,,,정해인
F003,L2,PRD002,2024-05-23,,,정해인
F002,L3,PRD001,2024-05-09,없음,15,이즈우
F003,L3,PRD003,2024-05-15,없음,0,정해인
F003,L1,PRD004,2024-05-12,1024,16,정해인
F003,L2,PRD004,2024-05-05,,,박지훜
F002,L1,PRD002,2024-05-10,,,이즈우
F001,L1,PRD002,2024-05-06,없음,,이즈우
F002,L1,PRD002,2024-05-18,824,,박지훜
F003,L1,PRD002,2024-05-27,1057,,김민쑤
F001,L3,PRD002,2024-05-04,1087,,박지훜
F002,L1,PRD003,2024-05-29,,,김민수
F003,L1,PRD004,2024-05-26,1034,,정해인
F001,L3,PRD001,2024-05-17,853,20,최유리
F002,L1,PRD003,2024-05-23,,,김민수
F001,L3,PRD003,2024-05-11,870,,김민쑤
F001,L1,PRD004,2024-05-11,,5,정해인
F002,L3,PRD004,2024-05-12,,7,쵀유리
F002,L1,PRD002,2024-05-26,없음,,쵀유리
F003,L2,PRD001,2024-05-15,874,16,김민수
F002,L2,PRD004,2024-05-25,없음,,박지훈
F003,L3,PRD002,2024-05-29,1094,,쵀유리
F002,L2,PRD004,2024-05-29,,,박지훜
F002,L1,PRD003,2024-05-29,,,김민쑤
F002,L3,PRD002,2024-05-29,,,이즈우
F003,L2,PRD004,2024-05-25,없음,2,쵀유리
F002,L2,PRD002,2024-05-17,없음,6,쵀유리
F003,L2,PRD003,2024-05-25,1125,0,쵀유리
F003,L2,PRD002,2024-05-27,없음,,김민수
F003,L1,PRD003,2024-05-09,,11,박지훈
F003,L1,PRD004,2024-05-10,,,박지훜
F001,L3,PRD002,2024-05-12,없음,,이지우
F003,L2,PRD002,2024-05-04,,18,박지훜
F002,L1,PRD002,2024-05-23,없음,2,박지훈
F002,L1,PRD004,2024-05-07,1028,,쵀유리
F002,L3,PRD004,2024-05-28,,,김민쑤
F002,L3,PRD004,2024-05-24,1013,,이지우
F002,L3,PRD004,2024-05-05,,16,최유리
F002,L2,PRD001,2024-05-24,,11,정해인
F002,L1,PRD001,2024-05-12,없음,,이지우
F001,L2,PRD003,2024-05-12,없음,15,이지우
F001,L3,PRD004,2024-05-02,없음,6,이즈우
F001,L1,PRD003,2024-05-03,없음,,정해인
F003,L2,PRD003,2024-05-26,없음,19,이지우
F003,L3,PRD004,2024-05-25,,14,박지훜
F001,L3,PRD004,2024-05-13,없음,,박지훈
F003,L2,PRD003,2024-05-21,845,,정해인
F003,L3,PRD001,2024-05-21,1086,,쵀유리
F003,L1,PRD002,2024-05-25,,0,쵀유리
F001,L1,PRD003,2024-05-26,905,,김민수
F003,L3,PRD003,2024-05-13,1101,15,박지훜
F002,L1,PRD004,2024-05-01,없음,,김민수
F001,L1,PRD002,2024-05-10,873,8,이지우
F002,L2,PRD002,2024-05-02,없음,5,박지훈
F002,L2,PRD001,2024-05-11,없음,,김민쑤
F001,L1,PRD002,2024-05-08,,18,이즈우
F003,L3,PRD004,2024-05-31,없음,,이즈우
F003,L2,PRD001,2024-05-16,없음,20,박지훈
F002,L3,PRD001,2024-05-08,,20,정해인
F003,L2,PRD004,2024-05-03,,6,박지훜
F003,L1,PRD002,2024-05-18,,14,박지훈
F002,L3,PRD003,2024-05-21,885,,정해인
F003,L2,PRD004,2024-05-12,1123,,정해인
F001,L1,PRD001,2024-05-10,없음,3,쵀유리
F002,L2,PRD002,2024-05-20,없음,,정해인
F003,L2,PRD003,2024-05-08,없음,10,이즈우
F003,L2,PRD001,2024-05-30,1154,20,정해인
F002,L1,PRD001,2024-05-22,없음,,이즈우
F002,L3,PRD001,2024-05-26,,,박지훈
F003,L2,PRD001,2024-05-12,,,이지우
F003,L1,PRD001,2024-05-15,989,14,최유리
F003,L1,PRD003,2024-05-22,없음,6,정해인
F003,L2,PRD002,2024-05-08,없음,,이즈우
F003,L3,PRD002,2024-05-01,,12,정해인
F003,L3,PRD004,2024-05-06,1082,,정해인
F003,L1,PRD001,2024-05-19,,2,정해인
F003,L1,PRD003,2024-05-07,1147,,정해인
F003,L3,PRD004,2024-05-01,,20,박지훜
F002,L2,PRD003,2024-05-04,,,박지훜
F003,L1,PRD002,2024-05-02,없음,,박지훜
F001,L2,PRD002,2024-05-11,,,최유리
F003,L2,PRD001,2024-05-30,927,,정해인
F001,L3,PRD001,2024-05-01,없음,,박지훜
F002,L1,PRD001,2024-05-16,없음,,쵀유리
F001,L1,PRD004,2024-05-25,,,김민수
F001,L1,PRD001,2024-05-13,,2,박지훈
F002,L1,PRD003,2024-05-20,없음,2,박지훈
F003,L1,PRD003,2024-05-28,없음,,김민쑤
F001,L3,PRD001,2024-05-15,없음,,정해인
F001,L2,PRD001,2024-05-15,없음,18,김민수
F001,L1,PRD001,2024-05-19,,,쵀유리
F002,L2,PRD004,2024-05-16,,14,최유리
F001,L1,PRD001,2024-05-05,,,박지훜
F002,L3,PRD002,2024-05-05,없음,,정해인
F002,L1,PRD002,2024-05-02,,17,김민쑤
F002,L1,PRD002,2024-05-21,903,10,이즈우
F003,L3,PRD004,2024-05-20,없음,,박지훜
F003,L2,PRD004,2024-05-11,883,14,이즈우
F001,L1,PRD002,2024-05-23,없음,19,최유리
F002,L3,PRD003,2024-05-26,없음,,이지우
F001,L2,PRD001,2024-05-03,983,17,이지우
F002,L2,PRD002,2024-05-21,없음,1,최유리
F001,L2,PRD002,2024-05-08,,,쵀유리
F001,L1,PRD002,2024-05-01,없음,3,이지우
F002,L3,PRD001,2024-05-11,없음,14,박지훜
F002,L3,PRD002,2024-05-31,,,김민수
F001,L1,PRD002,2024-05-26,897,,박지훜
F002,L3,PRD004,2024-05-21,925,,최유리
F003,L2,PRD002,2024-05-11,926,,이지우
F003,L3,PRD004,2024-05-07,1172,,정해인
F001,L1,PRD004,2024-05-25,,,쵀유리
F002,L1,PRD003,2024-05-23,,,이즈우
F002,L2,PRD004,2024-05-21,,1,최유리
F001,L2,PRD002,2024-05-13,없음,,정해인
F001,L2,PRD003,2024-05-18,843,,이즈우
F003,L2,PRD002,2024-05-19,없음,,박지훜
F002,L2,PRD004,2024-05-14,없음,,정해인
F002,L1,PRD002,2024-05-15,없음,20,박지훜
F001,L2,PRD001,2024-05-26,941,3,김민수
F002,L1,PRD002,2024-05-11,,,정해인
F003,L3,PRD003,2024-05-07,,,쵀유리
F002,L1,PRD003,2024-05-10,없음,,박지훈
F002,L3,PRD002,2024-05-28,1003,,최유리
F002,L1,PRD004,2024-05-24,없음,,최유리
F002,L3,PRD004,2024-05-07,없음,17,박지훜
F001,L3,PRD002,2024-05-10,1177,,박지훜
F002,L1,PRD004,2024-05-14,없음,,박지훜
F003,L1,PRD001,2024-05-30,871,,정해인
F003,L3,PRD004,2024-05-13,없음,,김민쑤
F001,L2,PRD001,2024-05-11,없음,,김민수
F001,L1,PRD002,2024-05-02,,15,이지우
F001,L1,PRD004,2024-05-10,905,,쵀유리
F001,L2,PRD001,2024-05-12,1065,,김민쑤
F002,L1,PRD001,2024-05-05,없음,,김민수
F002,L1,PRD002,2024-05-28,없음,,이즈우
F001,L3,PRD003,2024-05-19,,,최유리
F001,L1,PRD004,2024-05-03,,,박지훜
F003,L2,PRD004,2024-05-15,1094,,이즈우
F002,L3,PRD003,2024-05-13,1113,13,이지우
F003,L3,PRD004,2024-05-15,,,정해인
F001,L2,PRD001,2024-05-08,없음,,정해인
F003,L1,PRD002,2024-05-30,없음,17,박지훜
F001,L1,PRD003,2024-05-14,1030,8,쵀유리
F001,L2,PRD001,2024-05-03,,,박지훜
F003,L2,PRD002,2024-05-13,819,8,이지우
F002,L3,PRD004,2024-05-16,1036,,최유리
F003,L2,PRD002,2024-05-16,942,5,정해인
F001,L1,PRD003,2024-05-04,,12,김민수
F003,L1,PRD003,2024-05-05,없음,5,박지훈
F003,L3,PRD002,2024-05-15,1156,,김민수
F002,L3,PRD003,2024-05-15,,0,김민쑤
F001,L1,PRD003,2024-05-30,922,2,김민쑤
F001,L1,PRD003,2024-05-27,,2,김민수
F003,L1,PRD002,2024-05-02,,,박지훜
F003,L3,PRD002,2024-05-20,,,김민수
F001,L1,PRD001,2024-05-12,965,,박지훜
F001,L2,PRD002,2024-05-15,912,,정해인
F002,L1,PRD001,2024-05-29,없음,,이즈우
F001,L3,PRD002,2024-05-09,,,김민쑤
F003,L3,PRD002,2024-05-11,,,이즈우
F001,L2,PRD001,2024-05-20,없음,,최유리
F003,L3,PRD001,2024-05-08,,,최유리
F003,L2,PRD002,2024-05-20,840,,이즈우
F002,L1,PRD002,2024-05-13,,1,정해인
F002,L3,PRD003,2024-05-05,없음,20,쵀유리
F002,L3,PRD003,2024-05-25,812,,최유리
F001,L3,PRD001,2024-05-30,1140,,김민쑤
F003,L2,PRD002,2024-05-15,1122,,김민수
F001,L1,PRD002,2024-05-31,904,2,정해인
F003,L1,PRD002,2024-05-17,없음,,이지우
F003,L1,PRD002,2024-05-14,,,정해인
F003,L2,PRD002,2024-05-09,없음,,김민쑤
F002,L1,PRD004,2024-05-15,,,김민쑤
F001,L2,PRD001,2024-05-25,없음,,정해인
F003,L1,PRD002,2024-05-09,없음,,정해인
F002,L3,PRD004,2024-05-03,970,15,이지우
F001,L1,PRD001,2024-05-28,,,김민쑤
F002,L2,PRD003,2024-05-13,없음,,김민수
F002,L1,PRD001,2024-05-13,1089,,정해인
F003,L2,PRD004,2024-05-21,없음,,김민쑤
F002,L3,PRD002,2024-05-08,1044,,박지훈
F003,L3,PRD002,2024-05-09,없음,,최유리
F003,L3,PRD002,2024-05-01,859,,김민쑤
F002,L3,PRD001,2024-05-17,없음,,정해인
F003,L2,PRD004,2024-05-19,,,김민수
F001,L3,PRD003,2024-05-27,없음,,김민쑤
F003,L2,PRD001,2024-05-06,1051,3,김민쑤
F003,L2,PRD003,2024-05-24,1020,,이지우
F003,L1,PRD002,2024-05-16,,,정해인
F001,L1,PRD002,2024-05-02,1183,,김민쑤
F002,L3,PRD001,2024-05-28,1125,,김민수
F002,L1,PRD003,2024-05-03,975,18,이즈우
F002,L3,PRD001,2024-05-01,없음,,정해인
F001,L1,PRD002,2024-05-17,없음,,정해인
F002,L2,PRD003,2024-05-20,없음,,박지훜
F002,L1,PRD003,2024-05-22,없음,19,박지훜
F002,L1,PRD001,2024-05-15,없음,4,정해인
F001,L3,PRD003,2024-05-31,1158,,정해인
F003,L3,PRD004,2024-05-17,,6,박지훜
F001,L3,PRD003,2024-05-28,,,이즈우
F001,L3,PRD004,2024-05-13,,,김민쑤
F002,L3,PRD001,2024-05-24,없음,19,이지우
F003,L3,PRD001,2024-05-05,1054,,쵀유리
F002,L1,PRD004,2024-05-31,없음,17,최유리
F001,L1,PRD001,2024-05-04,,0,박지훜
F002,L2,PRD002,2024-05-24,,,김민수
F003,L1,PRD004,2024-05-03,없음,,정해인
F001,L3,PRD003,2024-05-13,,,쵀유리
F002,L1,PRD002,2024-05-09,없음,2,김민수
F002,L3,PRD002,2024-05-24,,11,박지훜
F002,L3,PRD001,2024-05-10,,17,김민쑤
F002,L2,PRD003,2024-05-26,1147,,정해인
F003,L1,PRD001,2024-05-13,,,이지우
F002,L1,PRD004,2024-05-22,1033,,이지우
F003,L3,PRD001,2024-05-20,없음,,김민수
F002,L3,PRD004,2024-05-21,없음,,김민쑤
F001,L2,PRD002,2024-05-27,1166,,박지훈
F001,L2,PRD004,2024-05-10,1137,,김민쑤
F002,L2,PRD004,2024-05-12,없음,12,쵀유리
F003,L2,PRD003,2024-05-23,,,김민수
F001,L2,PRD001,2024-05-28,없음,,이지우
F003,L1,PRD004,2024-05-23,없음,4,최유리
F003,L1,PRD001,2024-05-12,,,이지우
F002,L2,PRD002,2024-05-30,828,,이지우
F001,L1,PRD003,2024-05-19,1022,,김민쑤
F001,L1,PRD001,2024-05-08,없음,,정해인
F001,L3,PRD004,2024-05-25,,,김민쑤
F002,L3,PRD004,2024-05-12,805,3,김민수
F002,L3,PRD002,2024-05-01,,,정해인
F003,L3,PRD001,2024-05-26,1103,,김민쑤
F002,L3,PRD002,2024-05-04,966,17,김민쑤
F003,L1,PRD004,2024-05-18,,15,쵀유리
F003,L3,PRD001,2024-05-25,1185,3,정해인
F003,L1,PRD001,2024-05-18,없음,3,이지우
F003,L1,PRD002,2024-05-03,없음,1,김민수
F003,L2,PRD003,2024-05-31,1078,,박지훈
F001,L2,PRD001,2024-05-31,없음,,이지우
F003,L2,PRD003,2024-05-17,,,최유리
F003,L1,PRD001,2024-05-08,818,,최유리
F001,L3,PRD002,2024-05-19,없음,,정해인
F002,L1,PRD003,2024-05-09,,,이즈우
F001,L2,PRD004,2024-05-31,1155,17,김민수
F003,L3,PRD003,2024-05-21,,,박지훜
F003,L3,PRD002,2024-05-14,없음,,박지훈
F003,L1,PRD001,2024-05-09,,,쵀유리
F002,L1,PRD003,2024-05-21,없음,,이지우
F001,L2,PRD001,2024-05-04,993,12,김민수
F001,L3,PRD003,2024-05-19,1050,,정해인
F002,L3,PRD003,2024-05-20,850,,김민쑤
F001,L2,PRD004,2024-05-16,1103,8,쵀유리
F003,L1,PRD002,2024-05-05,,8,박지훜
F003,L1,PRD004,2024-05-23,1034,,이즈우
F003,L2,PRD003,2024-05-31,,,김민수
F002,L2,PRD003,2024-05-28,,2,최유리
F001,L1,PRD001,2024-05-03,없음,,박지훈
F002,L3,PRD002,2024-05-16,,,김민수
F002,L1,PRD002,2024-05-30,1181,,쵀유리
F003,L2,PRD002,2024-05-24,,19,정해인
F002,L1,PRD002,2024-05-06,없음,,박지훜
F001,L2,PRD004,2024-05-13,없음,,최유리
F003,L1,PRD003,2024-05-10,없음,8,박지훈
F003,L3,PRD004,2024-05-07,,16,이즈우
F003,L2,PRD001,2024-05-12,,,정해인
F002,L1,PRD001,2024-05-12,1169,,박지훈
F001,L2,PRD004,2024-05-07,,16,김민쑤
F001,L2,PRD001,2024-05-05,,8,이즈우
F002,L2,PRD003,2024-05-12,1019,,김민수
F002,L3,PRD004,2024-05-06,없음,13,박지훜
F003,L1,PRD001,2024-05-07,945,,김민쑤
F003,L2,PRD001,2024-05-06,1141,,정해인
F001,L2,PRD004,2024-05-18,,,김민쑤
F003,L3,PRD004,2024-05-05,856,0,이지우
F002,L3,PRD001,2024-05-25,1150,,박지훜
F002,L3,PRD001,2024-05-14,없음,,김민수
F002,L1,PRD002,2024-05-24,1061,,김민수
F002,L3,PRD002,2024-05-22,1019,,김민수
F003,L3,PRD002,2024-05-07,,20,최유리
F001,L1,PRD004,2024-05-02,940,,박지훈
F003,L1,PRD001,2024-05-28,없음,,정해인
F003,L3,PRD002,2024-05-08,없음,15,쵀유리
F002,L3,PRD001,2024-05-10,없음,,박지훜
F003,L2,PRD002,2024-05-11,824,1,박지훈
F003,L3,PRD003,2024-05-07,없음,,김민수
F002,L1,PRD003,2024-05-31,없음,,김민수
F001,L3,PRD001,2024-05-22,1082,,박지훜
F003,L3,PRD003,2024-05-08,없음,,김민쑤
F001,L1,PRD002,2024-05-21,,3,정해인
F003,L1,PRD002,2024-05-23,1028,,정해인
F002,L2,PRD004,2024-05-25,,4,이지우
F001,L2,PRD003,2024-05-29,,,이즈우
F003,L3,PRD001,2024-05-30,1023,,쵀유리
F003,L1,PRD002,2024-05-20,,,박지훈
F003,L1,PRD002,2024-05-24,없음,,김민수
F001,L2,PRD004,2024-05-18,없음,,정해인
F001,L1,PRD001,2024-05-06,1092,,박지훈
F003,L2,PRD003,2024-05-10,없음,,김민수
F001,L1,PRD001,2024-05-18,없음,,이지우
F002,L1,PRD003,2024-05-28,,7,쵀유리
F001,L1,PRD003,2024-05-21,없음,10,쵀유리
F002,L3,PRD002,2024-05-14,없음,10,박지훈
F002,L1,PRD003,2024-05-06,931,,정해인
F001,L3,PRD004,2024-05-31,없음,,정해인
F003,L1,PRD004,2024-05-08,없음,,김민쑤
F001,L2,PRD002,2024-05-24,없음,11,이즈우
F001,L2,PRD002,2024-05-15,894,,이즈우
F003,L1,PRD003,2024-05-01,958,,정해인
F001,L1,PRD002,2024-05-03,1018,,김민쑤
F001,L3,PRD002,2024-05-24,1184,19,김민쑤
F002,L1,PRD001,2024-05-27,,1,최유리
F001,L2,PRD002,2024-05-31,,0,김민수
F003,L3,PRD003,2024-05-28,1162,6,이즈우
F003,L2,PRD002,2024-05-10,없음,4,박지훈
F003,L3,PRD003,2024-05-21,1078,0,김민수
F003,L2,PRD001,2024-05-17,1012,0,박지훈
F001,L2,PRD004,2024-05-05,,9,김민쑤
F003,L3,PRD001,2024-05-16,886,7,정해인
F002,L1,PRD003,2024-05-04,984,,이지우
F001,L2,PRD003,2024-05-20,,13,정해인
F003,L2,PRD003,2024-05-29,없음,,박지훜
F002,L3,PRD001,2024-05-26,801,20,박지훜
F001,L2,PRD004,2024-05-24,1044,,김민쑤
F003,L2,PRD002,2024-05-03,965,,박지훜
F002,L2,PRD004,2024-05-16,없음,,박지훜
F001,L3,PRD002,2024-05-13,,,쵀유리
F002,L3,PRD002,2024-05-13,,,정해인
F003,L3,PRD002,2024-05-23,844,11,최유리
F001,L2,PRD004,2024-05-31,868,,박지훜
F001,L2,PRD004,2024-05-05,없음,7,최유리
F001,L3,PRD002,2024-05-04,,,박지훈
F003,L2,PRD003,2024-05-02,1159,18,이즈우
F003,L1,PRD001,2024-05-05,987,2,김민수
F001,L3,PRD004,2024-05-05,1191,,이지우
F003,L3,PRD003,2024-05-16,,,박지훈
F002,L1,PRD002,2024-05-02,1128,19,쵀유리
F001,L1,PRD004,2024-05-27,,,정해인
F003,L3,PRD003,2024-05-23,없음,,김민수
F003,L2,PRD002,2024-05-24,없음,19,최유리
F002,L1,PRD001,2024-05-27,없음,,김민쑤
F002,L1,PRD001,2024-05-26,,13,정해인
F001,L1,PRD001,2024-05-12,없음,0,정해인
F001,L3,PRD001,2024-05-03,,,최유리
F003,L1,PRD001,2024-05-08,937,,박지훈
F003,L2,PRD001,2024-05-02,961,9,박지훜
F002,L2,PRD002,2024-05-11,없음,11,김민수
F002,L2,PRD001,2024-05-17,1196,,김민쑤
F002,L3,PRD001,2024-05-10,882,14,김민수
F003,L1,PRD002,2024-05-26,,,이지우
F003,L3,PRD003,2024-05-15,없음,,정해인
F002,L1,PRD004,2024-05-08,,19,이지우
F003,L3,PRD004,2024-05-04,807,,김민수
F002,L1,PRD004,2024-05-11,없음,5,정해인
F003,L2,PRD003,2024-05-03,836,,이즈우
F002,L2,PRD002,2024-05-31,,15,박지훜
F002,L2,PRD004,2024-05-28,,,박지훜
F003,L3,PRD003,2024-05-12,,,이즈우
F002,L3,PRD001,2024-05-20,1129,,쵀유리
F001,L1,PRD001,2024-05-10,992,,김민수
F001,L2,PRD004,2024-05-22,없음,,쵀유리
F002,L1,PRD001,2024-05-06,1174,,최유리
F002,L2,PRD001,2024-05-11,,15,이즈우
F001,L2,PRD004,2024-05-02,1079,15,최유리
F002,L3,PRD001,2024-05-20,없음,,김민쑤
F002,L1,PRD001,2024-05-07,,,정해인
F003,L1,PRD001,2024-05-05,없음,12,정해인
F003,L2,PRD004,2024-05-17,,8,박지훈
F001,L2,PRD003,2024-05-31,없음,5,박지훜
F002,L2,PRD004,2024-05-18,1152,,정해인
F002,L1,PRD002,2024-05-03,,,이지우
F002,L3,PRD003,2024-05-01,없음,,박지훜
F001,L3,PRD004,2024-05-09,,,이지우
F003,L2,PRD001,2024-05-02,,,쵀유리
F001,L3,PRD004,2024-05-07,978,,정해인
F001,L2,PRD003,2024-05-01,없음,16,이즈우
F003,L2,PRD004,2024-05-14,없음,,쵀유리
F002,L1,PRD002,2024-05-15,없음,,정해인
F001,L3,PRD004,2024-05-13,,,정해인
F003,L3,PRD001,2024-05-03,853,20,정해인
F002,L1,PRD004,2024-05-24,,17,이즈우
F003,L3,PRD001,2024-05-22,없음,6,이즈우
F003,L2,PRD001,2024-05-07,1040,,김민쑤
F003,L3,PRD004,2024-05-01,991,,정해인
F003,L2,PRD003,2024-05-27,,7,김민쑤
F001,L1,PRD001,2024-05-05,,,박지훜
F001,L3,PRD004,2024-05-08,없음,,김민쑤
F001,L3,PRD004,2024-05-05,없음,,박지훜
F003,L1,PRD004,2024-05-08,,,김민수
F003,L3,PRD004,2024-05-27,,,이지우
F002,L1,PRD001,2024-05-03,없음,,정해인
F001,L1,PRD001,2024-05-19,995,,박지훜
F001,L1,PRD002,2024-05-10,,,김민쑤
F002,L3,PRD001,2024-05-09,842,20,정해인
F001,L1,PRD004,2024-05-30,1105,3,정해인
F002,L1,PRD001,2024-05-03,없음,,김민수
F002,L1,PRD004,2024-05-03,,2,김민쑤
F002,L2,PRD004,2024-05-26,882,9,이지우
F003,L3,PRD001,2024-05-04,없음,,정해인
F003,L1,PRD002,2024-05-17,없음,3,정해인
F001,L3,PRD001,2024-05-17,1062,,김민수
F001,L1,PRD003,2024-05-05,912,,정해인
F002,L1,PRD001,2024-05-12,,,이즈우
F003,L2,PRD004,2024-05-17,1004,8,최유리
F003,L3,PRD003,2024-05-31,1001,,정해인
F001,L1,PRD004,2024-05-14,없음,,정해인
F002,L3,PRD001,2024-05-20,없음,,박지훜
F002,L3,PRD001,2024-05-15,885,,정해인
F002,L2,PRD003,2024-05-13,815,,김민쑤
F001,L2,PRD002,2024-05-03,,,이지우
F002,L1,PRD001,2024-05-11,1152,10,이즈우
F003,L2,PRD002,2024-05-18,없음,,최유리
F003,L1,PRD001,2024-05-18,,,김민수
F003,L3,PRD004,2024-05-22,없음,,최유리
F001,L1,PRD004,2024-05-16,없음,13,김민수
F002,L1,PRD003,2024-05-19,996,18,정해인
F001,L3,PRD001,2024-05-30,없음,,박지훈
F003,L3,PRD001,2024-05-11,1130,,김민수
F002,L3,PRD003,2024-05-09,없음,12,쵀유리
F002,L2,PRD001,2024-05-13,,,김민수
F002,L3,PRD001,2024-05-01,914,0,김민수
F002,L3,PRD004,2024-05-08,887,,박지훜
F003,L1,PRD001,2024-05-09,822,,김민수
F002,L2,PRD004,2024-05-09,1157,,이즈우
F001,L1,PRD003,2024-05-28,,,이즈우
F003,L1,PRD002,2024-05-19,,,박지훜
F003,L2,PRD002,2024-05-03,없음,,쵀유리
F001,L3,PRD002,2024-05-23,839,15,최유리
F001,L3,PRD002,2024-05-15,997,15,박지훜
F001,L3,PRD003,2024-05-25,,,이지우
F003,L1,PRD002,2024-05-08,없음,,쵀유리
F001,L2,PRD002,2024-05-03,없음,,정해인
F003,L3,PRD001,2024-05-05,1036,3,박지훈
F002,L1,PRD003,2024-05-01,,,박지훜
F002,L1,PRD001,2024-05-12,1020,,쵀유리
F002,L3,PRD003,2024-05-02,없음,11,박지훈
F003,L2,PRD004,2024-05-07,950,12,정해인
F002,L3,PRD004,2024-05-17,1021,,최유리
F001,L1,PRD001,2024-05-02,,8,김민수
F003,L1,PRD003,2024-05-08,,,김민쑤
F001,L1,PRD003,2024-05-16,905,,정해인
F003,L3,PRD003,2024-05-24,801,,정해인
F002,L3,PRD003,2024-05-28,1152,,김민수
F001,L1,PRD003,2024-05-29,1033,,이즈우
F002,L2,PRD001,2024-05-06,935,,박지훈
F003,L2,PRD004,2024-05-19,없음,,김민수
F001,L1,PRD003,2024-05-27,,16,이지우
F001,L1,PRD003,2024-05-26,없음,,박지훜
F003,L2,PRD004,2024-05-09,없음,,정해인
F003,L2,PRD004,2024-05-04,,,박지훈
F001,L2,PRD002,2024-05-22,없음,15,최유리
F003,L3,PRD004,2024-05-12,,2,김민쑤
F003,L1,PRD003,2024-05-29,,,쵀유리
F001,L2,PRD003,2024-05-29,없음,,정해인
F002,L1,PRD001,2024-05-19,,,김민수
F002,L2,PRD003,2024-05-10,856,,이지우
F002,L3,PRD002,2024-05-17,,,이지우
F002,L2,PRD003,2024-05-03,950,14,최유리
F002,L3,PRD001,2024-05-02,없음,,박지훜
F003,L1,PRD001,2024-05-09,없음,,쵀유리
F001,L1,PRD003,2024-05-05,1175,,김민수
F002,L1,PRD001,2024-05-16,981,,김민쑤
F002,L1,PRD003,2024-05-30,,9,정해인
F002,L3,PRD003,2024-05-26,1096,,이지우
F002,L3,PRD002,2024-05-10,956,,이즈우
F003,L1,PRD004,2024-05-26,1023,,이즈우
F003,L2,PRD003,2024-05-15,없음,,김민쑤
F002,L1,PRD001,2024-05-31,없음,2,정해인
F002,L1,PRD003,2024-05-05,,,박지훈
F002,L1,PRD004,2024-05-22,없음,,박지훈
F001,L1,PRD003,2024-05-27,1132,,김민수
F002,L3,PRD004,2024-05-23,969,,정해인
F003,L3,PRD001,2024-05-23,,,이즈우
F001,L1,PRD002,2024-05-10,없음,,정해인
F003,L1,PRD001,2024-05-03,800,19,쵀유리
F001,L1,PRD002,2024-05-04,1042,,김민쑤
F001,L1,PRD003,2024-05-13,1047,,정해인
F003,L3,PRD004,2024-05-28,,,이지우
F003,L1,PRD002,2024-05-05,,7,쵀유리
F003,L3,PRD002,2024-05-16,없음,,김민수
F003,L2,PRD003,2024-05-22,없음,,김민수
F002,L2,PRD004,2024-05-05,없음,14,정해인
F002,L1,PRD003,2024-05-02,,,박지훈
F002,L1,PRD004,2024-05-29,없음,8,이지우
F002,L3,PRD002,2024-05-12,,,김민수
F001,L3,PRD002,2024-05-12,,,이즈우
F003,L1,PRD003,2024-05-26,,,김민수
F003,L2,PRD004,2024-05-31,,,쵀유리
F003,L3,PRD003,2024-05-05,없음,,박지훜
F003,L3,PRD004,2024-05-03,823,5,김민수
F003,L1,PRD004,2024-05-30,없음,10,최유리
F001,L1,PRD004,2024-05-25,1015,,정해인
F001,L1,PRD001,2024-05-15,없음,,박지훈
F001,L2,PRD001,2024-05-23,없음,,정해인
F003,L1,PRD002,2024-05-09,없음,9,최유리
F003,L1,PRD004,2024-05-27,1070,,박지훈
F003,L3,PRD001,2024-05-07,817,,김민쑤
F003,L3,PRD001,2024-05-11,,,이즈우
F001,L1,PRD004,2024-05-17,없음,,이지우
F001,L2,PRD004,2024-05-21,992,18,이지우
F003,L2,PRD001,2024-05-04,1055,,쵀유리
F002,L1,PRD002,2024-05-27,없음,,박지훜
F001,L1,PRD003,2024-05-03,,,정해인
F003,L2,PRD004,2024-05-20,,,이즈우
F002,L3,PRD001,2024-05-02,없음,8,박지훜
F001,L1,PRD002,2024-05-18,없음,1,이즈우
F001,L3,PRD001,2024-05-12,없음,,정해인
F001,L3,PRD004,2024-05-31,없음,1,박지훈
F002,L3,PRD002,2024-05-21,없음,,최유리
F001,L1,PRD001,2024-05-25,1200,,김민쑤
F003,L3,PRD001,2024-05-18,1046,,이지우
F002,L3,PRD004,2024-05-18,870,14,정해인
F002,L2,PRD002,2024-05-11,1023,7,김민수
F003,L1,PRD002,2024-05-14,,18,박지훈
F003,L1,PRD001,2024-05-03,829,14,정해인
F001,L2,PRD003,2024-05-20,1135,9,정해인
F002,L2,PRD001,2024-05-22,839,,최유리
F002,L3,PRD003,2024-05-29,없음,,쵀유리
F002,L3,PRD002,2024-05-17,없음,,김민수
F001,L2,PRD004,2024-05-23,없음,8,최유리
F001,L3,PRD002,2024-05-10,,6,박지훜
F003,L1,PRD001,2024-05-08,없음,,김민수
F001,L2,PRD001,2024-05-09,,,김민수
F001,L2,PRD004,2024-05-16,없음,,박지훈
F001,L1,PRD004,2024-05-06,없음,17,정해인
F001,L3,PRD003,2024-05-30,,,정해인
F001,L1,PRD003,2024-05-24,없음,,박지훈
F001,L3,PRD004,2024-05-31,,,이즈우
F002,L3,PRD003,2024-05-06,없음,7,박지훈
F002,L3,PRD003,2024-05-03,,,정해인
F002,L1,PRD003,2024-05-12,,,정해인
